,Prevalence,FailureToTreat,UnnecessaryUse,Total,UnnecessaryUsePercentage,FailureToTreatPercentage,Sample
72,0.14400000000000002,2800,60094,123718,0.48573368466997524,0.022632114971144052,1
73,0.146,2800,60094,123718,0.48573368466997524,0.022632114971144052,1
74,0.148,4526,50163,123718,0.4054624226062497,0.03658319727121356,1
75,0.15,5369,44918,123718,0.3630676215263745,0.043397080457168724,1
76,0.152,5369,44918,123718,0.3630676215263745,0.043397080457168724,1
77,0.154,5369,44918,123718,0.3630676215263745,0.043397080457168724,1
78,0.156,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
79,0.158,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
80,0.16,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
81,0.162,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
82,0.164,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
83,0.166,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
84,0.168,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
85,0.17,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
86,0.17200000000000001,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
87,0.17400000000000002,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
88,0.176,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
89,0.178,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
90,0.18,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
91,0.182,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
92,0.184,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
93,0.186,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
94,0.188,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
95,0.19,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
96,0.192,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
97,0.194,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
98,0.196,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
99,0.198,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
100,0.2,6986,35062,123718,0.28340257682794745,0.05646712685300442,1
101,0.202,8134,31074,123718,0.2511679787904751,0.06574629399117347,1
102,0.20400000000000001,8134,31074,123718,0.2511679787904751,0.06574629399117347,1
103,0.20600000000000002,8134,31074,123718,0.2511679787904751,0.06574629399117347,1
104,0.20800000000000002,9109,26966,123718,0.2179634329685252,0.073627119740054,1
105,0.21,9109,26966,123718,0.2179634329685252,0.073627119740054,1
106,0.212,9109,26966,123718,0.2179634329685252,0.073627119740054,1
107,0.214,9109,26966,123718,0.2179634329685252,0.073627119740054,1
108,0.216,9109,26966,123718,0.2179634329685252,0.073627119740054,1
109,0.218,9109,26966,123718,0.2179634329685252,0.073627119740054,1
110,0.22,9109,26966,123718,0.2179634329685252,0.073627119740054,1
111,0.222,9109,26966,123718,0.2179634329685252,0.073627119740054,1
112,0.224,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
113,0.226,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
114,0.228,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
115,0.23,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
116,0.232,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
117,0.234,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
118,0.23600000000000002,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
119,0.23800000000000002,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
120,0.24,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
121,0.242,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
122,0.244,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
123,0.246,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
124,0.248,9818,21986,123718,0.1777105999127047,0.07935789456667583,1
125,0.25,11226,18140,123718,0.14662377342019756,0.0907386152378797,1
126,0.252,11226,18140,123718,0.14662377342019756,0.0907386152378797,1
127,0.254,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
128,0.256,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
129,0.258,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
130,0.26,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
131,0.262,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
132,0.264,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
133,0.266,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
134,0.268,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
135,0.27,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
136,0.272,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
137,0.274,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
138,0.276,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
139,0.278,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
140,0.28,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
141,0.28200000000000003,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
142,0.28400000000000003,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
143,0.28600000000000003,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
144,0.28800000000000003,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
145,0.29,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
146,0.292,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
147,0.294,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
148,0.296,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
149,0.298,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
150,0.3,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
151,0.302,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
152,0.304,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
153,0.306,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
154,0.308,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
155,0.31,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
156,0.312,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
157,0.314,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
158,0.316,12750,14603,123718,0.11803456247272022,0.10305695210074524,1
159,0.318,14004,12040,123718,0.09731809437591943,0.11319290644853619,1
160,0.32,14004,12040,123718,0.09731809437591943,0.11319290644853619,1
161,0.322,14004,12040,123718,0.09731809437591943,0.11319290644853619,1
162,0.324,14004,12040,123718,0.09731809437591943,0.11319290644853619,1
163,0.326,14004,12040,123718,0.09731809437591943,0.11319290644853619,1
164,0.328,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
165,0.33,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
166,0.332,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
167,0.334,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
168,0.336,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
169,0.338,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
170,0.34,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
171,0.342,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
172,0.34400000000000003,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
173,0.34600000000000003,16911,6061,123718,0.0489904460143229,0.1366898915275061,1
174,0.34800000000000003,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
175,0.35000000000000003,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
176,0.352,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
177,0.354,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
178,0.356,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
179,0.358,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
180,0.36,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
181,0.362,18850,2526,123718,0.02041740086325353,0.15236263114502335,1
