FailureToTreatPercentage,UnnecessaryUsePercentage,Sample,Prevalence
0.0013983413892885432,0.7081588774470974,1,0.05
0.0035726410061591683,0.6575680175883865,2,0.05
0.0035726410061591683,0.6575680175883865,3,0.05
0.0013983413892885432,0.7081588774470974,4,0.05
0.0013983413892885432,0.7081588774470974,5,0.05
0.0035726410061591683,0.6575680175883865,6,0.05
0.0004607251976268611,0.750392020562893,7,0.05
0.0013983413892885432,0.7081588774470974,8,0.05
0.0004607251976268611,0.750392020562893,9,0.05
0.0013983413892885432,0.7081588774470974,10,0.05
0.0035726410061591683,0.6575680175883865,11,0.05
0.0035726410061591683,0.6575680175883865,12,0.05
0.0004607251976268611,0.750392020562893,13,0.05
0.0004607251976268611,0.750392020562893,14,0.05
0.0004607251976268611,0.750392020562893,15,0.05
0.0013983413892885432,0.7081588774470974,16,0.05
0.0013983413892885432,0.7081588774470974,17,0.05
0.0013983413892885432,0.7081588774470974,18,0.05
0.0004607251976268611,0.750392020562893,19,0.05
0.0013983413892885432,0.7081588774470974,20,0.05
0.0013983413892885432,0.7081588774470974,21,0.05
0.0035726410061591683,0.6575680175883865,22,0.05
0.0013983413892885432,0.7081588774470974,23,0.05
0.0035726410061591683,0.6575680175883865,24,0.05
0.0013983413892885432,0.7081588774470974,25,0.05
0.0013983413892885432,0.7081588774470974,26,0.05
0.0013983413892885432,0.7081588774470974,27,0.05
0.0013983413892885432,0.7081588774470974,28,0.05
0.0013983413892885432,0.7081588774470974,29,0.05
0.0013983413892885432,0.7081588774470974,30,0.05
0.0035726410061591683,0.6575680175883865,31,0.05
0.0013983413892885432,0.7081588774470974,32,0.05
0.0013983413892885432,0.7081588774470974,33,0.05
0.0035726410061591683,0.6575680175883865,34,0.05
0.007024038539258637,0.6099759129633522,35,0.05
0.0013983413892885432,0.7081588774470974,36,0.05
0.0004607251976268611,0.750392020562893,37,0.05
0.0035726410061591683,0.6575680175883865,38,0.05
0.0035726410061591683,0.6575680175883865,39,0.05
0.0004607251976268611,0.750392020562893,40,0.05
0.0013983413892885432,0.7081588774470974,41,0.05
0.0013983413892885432,0.7081588774470974,42,0.05
0.0004607251976268611,0.750392020562893,43,0.05
0.0013983413892885432,0.7081588774470974,44,0.05
0.0004607251976268611,0.750392020562893,45,0.05
0.0013983413892885432,0.7081588774470974,46,0.05
0.0013983413892885432,0.7081588774470974,47,0.05
0.0004607251976268611,0.750392020562893,48,0.05
0.007024038539258637,0.6099759129633522,49,0.05
0.0013983413892885432,0.7081588774470974,50,0.05
0.0013983413892885432,0.7081588774470974,51,0.05
0.0004607251976268611,0.750392020562893,52,0.05
0.0035726410061591683,0.6575680175883865,53,0.05
0.0013983413892885432,0.7081588774470974,54,0.05
0.0004607251976268611,0.750392020562893,55,0.05
0.0013983413892885432,0.7081588774470974,56,0.05
0.0004607251976268611,0.750392020562893,57,0.05
0.0013983413892885432,0.7081588774470974,58,0.05
0.0004607251976268611,0.750392020562893,59,0.05
0.0004607251976268611,0.750392020562893,60,0.05
0.0013983413892885432,0.7081588774470974,61,0.05
0.0013983413892885432,0.7081588774470974,62,0.05
0.0013983413892885432,0.7081588774470974,63,0.05
0.0035726410061591683,0.6575680175883865,64,0.05
0.007024038539258637,0.6099759129633522,65,0.05
0.0013983413892885432,0.7081588774470974,66,0.05
0.0013983413892885432,0.7081588774470974,67,0.05
0.0004607251976268611,0.750392020562893,68,0.05
0.0013983413892885432,0.7081588774470974,69,0.05
0.0013983413892885432,0.7081588774470974,70,0.05
0.0013983413892885432,0.7081588774470974,71,0.05
0.007024038539258637,0.6099759129633522,72,0.05
0.0035726410061591683,0.6575680175883865,73,0.05
0.0013983413892885432,0.7081588774470974,74,0.05
0.0013983413892885432,0.7081588774470974,75,0.05
0.0035726410061591683,0.6575680175883865,76,0.05
0.0013983413892885432,0.7081588774470974,77,0.05
0.0035726410061591683,0.6575680175883865,78,0.05
0.0013983413892885432,0.7081588774470974,79,0.05
0.0035726410061591683,0.6575680175883865,80,0.05
0.0035726410061591683,0.6575680175883865,81,0.05
0.0035726410061591683,0.6575680175883865,82,0.05
0.0013983413892885432,0.7081588774470974,83,0.05
0.0013983413892885432,0.7081588774470974,84,0.05
0.0004607251976268611,0.750392020562893,85,0.05
0.0035726410061591683,0.6575680175883865,86,0.05
0.0004607251976268611,0.750392020562893,87,0.05
0.0013983413892885432,0.7081588774470974,88,0.05
0.0013983413892885432,0.7081588774470974,89,0.05
0.0013983413892885432,0.7081588774470974,90,0.05
0.007024038539258637,0.6099759129633522,91,0.05
0.0013983413892885432,0.7081588774470974,92,0.05
0.0035726410061591683,0.6575680175883865,93,0.05
0.0013983413892885432,0.7081588774470974,94,0.05
0.0013983413892885432,0.7081588774470974,95,0.05
0.0013983413892885432,0.7081588774470974,96,0.05
0.0013983413892885432,0.7081588774470974,97,0.05
0.0013983413892885432,0.7081588774470974,98,0.05
0.0035726410061591683,0.6575680175883865,99,0.05
0.0035726410061591683,0.6575680175883865,100,0.05
